0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.500000000000000000e-01
0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,7.500000000000000000e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.250000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.750000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00
0.000000000000000000e+00,2.250000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,2.500000000000000000e-01
-0.000000000000000000e+00,5.000000000000000000e-01
-0.000000000000000000e+00,7.500000000000000000e-01
-0.000000000000000000e+00,1.000000000000000000e+00
-0.000000000000000000e+00,1.250000000000000000e+00
-0.000000000000000000e+00,1.500000000000000000e+00
-0.000000000000000000e+00,1.750000000000000000e+00
-0.000000000000000000e+00,2.000000000000000000e+00
-0.000000000000000000e+00,2.250000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-02,2.500000000000000000e-01
4.000000000000000083e-02,5.000000000000000000e-01
8.999999999999999667e-02,7.399999999999999911e-01
1.499999999999999944e-01,9.799999999999999822e-01
2.300000000000000100e-01,1.219999999999999973e+00
3.400000000000000244e-01,1.449999999999999956e+00
4.500000000000000111e-01,1.669999999999999929e+00
5.899999999999999689e-01,1.879999999999999893e+00
7.399999999999999911e-01,2.080000000000000071e+00
-0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000021e-02,2.500000000000000000e-01
-4.000000000000000083e-02,5.000000000000000000e-01
-8.999999999999999667e-02,7.399999999999999911e-01
-1.499999999999999944e-01,9.799999999999999822e-01
-2.300000000000000100e-01,1.219999999999999973e+00
-3.400000000000000244e-01,1.449999999999999956e+00
-4.500000000000000111e-01,1.669999999999999929e+00
-5.899999999999999689e-01,1.879999999999999893e+00
-7.399999999999999911e-01,2.080000000000000071e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-02,2.500000000000000000e-01
8.000000000000000167e-02,4.899999999999999911e-01
1.700000000000000122e-01,7.199999999999999734e-01
2.999999999999999889e-01,9.399999999999999467e-01
4.600000000000000200e-01,1.129999999999999893e+00
6.400000000000000133e-01,1.300000000000000044e+00
8.499999999999999778e-01,1.429999999999999938e+00
1.080000000000000071e+00,1.530000000000000027e+00
1.320000000000000062e+00,1.600000000000000089e+00
-0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000042e-02,2.500000000000000000e-01
-8.000000000000000167e-02,4.899999999999999911e-01
-1.700000000000000122e-01,7.199999999999999734e-01
-2.999999999999999889e-01,9.399999999999999467e-01
-4.600000000000000200e-01,1.129999999999999893e+00
-6.400000000000000133e-01,1.300000000000000044e+00
-8.499999999999999778e-01,1.429999999999999938e+00
-1.080000000000000071e+00,1.530000000000000027e+00
-1.320000000000000062e+00,1.600000000000000089e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-02,2.200000000000000011e-01
8.999999999999999667e-02,4.299999999999999933e-01
2.000000000000000111e-01,6.199999999999999956e-01
3.499999999999999778e-01,7.900000000000000355e-01
5.300000000000000266e-01,9.200000000000000400e-01
7.299999999999999822e-01,1.010000000000000009e+00
9.499999999999999556e-01,1.060000000000000053e+00
1.169999999999999929e+00,1.060000000000000053e+00
1.389999999999999902e+00,1.020000000000000018e+00
-0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000042e-02,2.200000000000000011e-01
-8.999999999999999667e-02,4.299999999999999933e-01
-2.000000000000000111e-01,6.199999999999999956e-01
-3.499999999999999778e-01,7.900000000000000355e-01
-5.300000000000000266e-01,9.200000000000000400e-01
-7.299999999999999822e-01,1.010000000000000009e+00
-9.499999999999999556e-01,1.060000000000000053e+00
-1.169999999999999929e+00,1.060000000000000053e+00
-1.389999999999999902e+00,1.020000000000000018e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.999999999999999889e-02,2.200000000000000011e-01
1.199999999999999956e-01,4.199999999999999845e-01
2.700000000000000178e-01,5.899999999999999689e-01
4.500000000000000111e-01,7.099999999999999645e-01
6.700000000000000400e-01,7.700000000000000178e-01
8.900000000000000133e-01,7.700000000000000178e-01
1.100000000000000089e+00,7.099999999999999645e-01
1.290000000000000036e+00,5.899999999999999689e-01
1.429999999999999938e+00,4.299999999999999933e-01
-0.000000000000000000e+00,0.000000000000000000e+00
-2.999999999999999889e-02,2.200000000000000011e-01
-1.199999999999999956e-01,4.199999999999999845e-01
-2.700000000000000178e-01,5.899999999999999689e-01
-4.500000000000000111e-01,7.099999999999999645e-01
-6.700000000000000400e-01,7.700000000000000178e-01
-8.900000000000000133e-01,7.700000000000000178e-01
-1.100000000000000089e+00,7.099999999999999645e-01
-1.290000000000000036e+00,5.899999999999999689e-01
-1.429999999999999938e+00,4.299999999999999933e-01
