4.412826597389456040e+00,3.926805474737911528e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.358736995411952364e+00,3.934512913382531618e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.304190241353677671e+00,3.941413241462769168e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.249201033599820043e+00,3.947515020643244110e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.193784070535575559e+00,3.952826812588571936e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.137954050546134077e+00,3.957357178963372135e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.081725672016689899e+00,3.961114681432262863e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.025113633332437324e+00,3.964107881659863164e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.968132632878565769e+00,3.966345341310789863e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.910797369040270866e+00,3.967835622049662447e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.853122540202742474e+00,3.968587285541096854e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.795122844751175784e+00,3.968608893449715236e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.736812981070764206e+00,3.967909007440133529e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.678207647546698489e+00,3.966496189176970333e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.619321542564172489e+00,3.964379000324842472e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.560169364508379175e+00,3.961566002548372101e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.500765811764509738e+00,3.958065757512173821e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.441125582717758480e+00,3.953886826880867122e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.381263375753318368e+00,3.949037772319070605e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.321193889256381482e+00,3.943527155491402869e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.260931821612139903e+00,3.937363538062480739e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.200491871205788819e+00,3.930555481696923259e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.139888736422518090e+00,3.923111548059349918e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.079137115647522904e+00,3.915040298814376651e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.018251707265993566e+00,3.906350295626622948e+00,4.000000000000000000e+00,0.000000000000000000e+00
