8.382590346878920906e-02,6.656038892925638661e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.385560007210143718e-01,6.548866048328394474e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.924645992441195441e-01,6.441563222497155294e-01,4.000000000000000000e+00,0.000000000000000000e+00
2.457064094604610449e-01,6.335053601049115413e-01,4.000000000000000000e+00,0.000000000000000000e+00
2.984361417923951931e-01,6.230260369601463566e-01,4.000000000000000000e+00,0.000000000000000000e+00
3.508085066622781967e-01,6.128106713771395153e-01,4.000000000000000000e+00,0.000000000000000000e+00
4.029782144924665133e-01,6.029515819176097802e-01,4.000000000000000000e+00,0.000000000000000000e+00
4.550999757053163508e-01,5.935410871432769131e-01,4.000000000000000000e+00,0.000000000000000000e+00
5.073285007231839172e-01,5.846715056158594548e-01,4.000000000000000000e+00,0.000000000000000000e+00
5.598184999684256979e-01,5.764351558970770562e-01,4.000000000000000000e+00,0.000000000000000000e+00
6.127193684135542329e-01,5.689195838895404478e-01,4.000000000000000000e+00,0.000000000000000000e+00
6.660792144964877703e-01,5.621213919038633433e-01,4.000000000000000000e+00,0.000000000000000000e+00
7.198552984182101655e-01,5.559556110425348807e-01,4.000000000000000000e+00,0.000000000000000000e+00
7.740016603340642565e-01,5.503343811795304852e-01,4.000000000000000000e+00,0.000000000000000000e+00
8.284723403993927704e-01,5.451698421888248047e-01,4.000000000000000000e+00,0.000000000000000000e+00
8.832213787695387675e-01,5.403741339443932645e-01,4.000000000000000000e+00,0.000000000000000000e+00
9.382028155998446417e-01,5.358593963202102906e-01,4.000000000000000000e+00,0.000000000000000000e+00
9.933706910456533423e-01,5.315377691902510859e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.048679045262306930e+00,5.273213924284902987e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.104081918405148466e+00,5.231224059089029099e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.159533350629521120e+00,5.188529495054637897e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.214987382090767509e+00,5.144251630921479190e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.270398052944230249e+00,5.097511865429303901e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.325719403345251513e+00,5.047431597317856289e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.380905473449175025e+00,4.993132225326889495e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.435910303411342515e+00,4.933735148196148890e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.490687933387097042e+00,4.868361764665386504e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.545192403531782332e+00,4.796133473474351594e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.599377754000739449e+00,4.716171673362790639e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.653198024949312339e+00,4.627597763070455117e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.706607256532843175e+00,4.529533141337092617e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.759559488906674574e+00,4.421099206902451839e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.812008762226149594e+00,4.301417358506283151e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.863909116646610631e+00,4.169608994888334697e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.915214592323400966e+00,4.024795514788354622e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.965879229411862994e+00,3.866098316946093294e-01,4.000000000000000000e+00,0.000000000000000000e+00
2.015857068067338886e+00,3.692638800101301078e-01,4.000000000000000000e+00,0.000000000000000000e+00
